編號,答案,類近題目
2011,"📌 參考答案
C. 肺部壓力下降令空氣進入
C. A decrease in lung pressure causes air to enter

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 A ❌
說法：空氣進入令肺部膨脹。
Claim: Air entry makes the lungs expand.

實際：肺部膨脹是因為 橫膈膜和肋間肌收縮 → 胸腔容積↑ → 氣壓↓ → 空氣隨後才流入。
Reality: Lung expansion happens because the diaphragm and intercostal muscles contract → thoracic cavity volume ↑ → pressure ↓ → air then flows in.

2️⃣ 選項 B ❌
說法：氣管擴張帶入更多空氣。
Claim: Air enters because trachea expands.

實際：氣管由 C 形軟骨環支撐，形狀固定，不會因呼吸動作而收縮或擴張。
Reality: The trachea is supported by C‑shaped cartilage rings, shape fixed; it does not expand/contract with breathing.

3️⃣ 選項 C ✅
空氣總是沿濃度 / 壓力梯度移動，由 高氣壓區 → 低氣壓區。
Air always moves along a pressure gradient, from high pressure → low pressure.

吸氣時：胸腔容積↑ → 肺內氣壓↓（低於大氣壓） → 空氣流入。
Inhalation: thoracic cavity volume ↑ → lung pressure ↓ (below atmospheric) → air flows in.

👉 正確答案！
👉 Correct!

4️⃣ 選項 D ❌
說法：肺部膨脹把橫膈膜往下推。
Claim: Lung expansion pushes diaphragm downward.

實際：橫膈膜主動收縮 → 才造成胸腔與肺部膨脹，而不是反過來。
Reality: The diaphragm contracts actively → causes thoracic & lung expansion, not the other way around.

📌 結論
只有 C 正確。
Only C is correct.

📌 考試提醒 (Exam Tips)

吸氣 (Inhalation)
橫膈膜收縮下移 + 外肋間肌收縮 → 胸腔容積↑ → 肺內壓↓ → 空氣流入。

呼氣 (Exhalation)
橫膈膜與肋間肌放鬆 → 胸腔容積↓ → 肺內壓↑ → 空氣流出。

關鍵：呼吸過程 = 壓力梯度驅動，不是空氣「撐開」肺或氣管「主動擴張」。",
2012,"📌 參考答案
D. 饑餓時，它輸送的血液內葡萄糖含量較肝靜脈的低。
D. During fasting, the blood it carries contains less glucose than the hepatic vein.

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 A ❌
肝門靜脈的功能是把血液由小腸帶到肝臟，而不是把血運走。
The hepatic portal vein carries blood from the small intestine to the liver, not away from the liver.

2️⃣ 選項 B ❌
血液經過肝臟後，因為肝細胞進行呼吸作用而消耗氧，
所以 肝靜脈內氧含量 < 肝門靜脈內氧含量。
After passing through the liver, oxygen is consumed by liver cells, so
oxygen content in the hepatic vein < hepatic portal vein.

題目說相反，所以錯。
The statement says the opposite, so it’s wrong.

3️⃣ 選項 C ❌
進食後，食物營養（如氨基酸、葡萄糖）先進入小腸 → 直接進入肝門靜脈。
After eating, nutrients (like amino acids, glucose) are absorbed by the small intestine and enter the hepatic portal vein directly.

因此 肝門靜脈內的氨基酸濃度最高，不是最低。
Therefore, the hepatic portal vein has the highest amino acid content, not the lowest.

4️⃣ 選項 D ✅
饑餓時：胰高血糖素↑ → 刺激肝臟分解肝糖 → 釋放葡萄糖進入 肝靜脈 → 把血糖供給全身。
During fasting: glucagon ↑ → stimulates liver to break down glycogen → releases glucose into the hepatic vein → supplies the body.

因此，肝靜脈內血糖濃度 高於 肝門靜脈。
Therefore, the hepatic vein has higher glucose concentration than the hepatic portal vein.

👉 所以正確答案是 D。
👉 Thus, the correct answer is D.

📌 考試提醒 (Exam Tips)

肝門靜脈 (Hepatic Portal Vein)
將血液從小腸 → 肝臟，富含養分（葡萄糖、胺基酸等），氧含量相對不高。
Carries blood from small intestine → liver, rich in nutrients (glucose, amino acids), relatively low oxygen.

肝靜脈 (Hepatic Vein)
血液離開肝臟 → 流向心臟，經過肝臟之後營養/氧氣量會改變，例如：
Blood leaving the liver → to the heart; after liver metabolism, nutrients/oxygen content changes, e.g.:

氧氣 ↓ (被肝細胞用掉)
葡萄糖：進食後 ↓（暫存 / 合成肝糖），饑餓時 ↑（釋放肝糖）",
2013,"
📌 參考答案
A. 上皮只有一層細胞的厚度。
A. The epithelium is only one cell thick.

📌 詳細解釋 (Detailed Explanation)

1️⃣ 小腸絨毛 (Intestinal villi) 與 肺泡 (Alveoli)
這兩者都是「進行物質交換」的地方。
Both are sites of material exchange.

👉 特徵：上皮細胞 只有一層細胞厚度 → 減少擴散距離 → 提高效率。
👉 Feature: epithelium is only one cell thick → short diffusion distance → faster exchange.

2️⃣ 選項 B ❌
小腸絨毛上皮 沒有水膜，肺泡表面才有薄水膜以協助氧氣溶解後擴散進入血液。
Intestinal villi epithelium does not have water film; alveoli do have a thin water film to dissolve oxygen before diffusion.

3️⃣ 選項 C ❌
氣體交換是被動擴散完成，不需要肺泡上皮細胞有大量粒線體。
Gas exchange is by passive diffusion, so alveolar epithelial cells do not need many mitochondria.

4️⃣ 選項 D ❌
微絨毛 (microvilli) 是小腸上皮細胞的特徵，增加養分吸收表面積；肺泡沒有這些結構。
Microvilli are features of intestinal epithelial cells to increase surface area for nutrient absorption; alveoli do not have microvilli.

📌 結論 (Conclusion)
兩者共有的適應特徵是 單層上皮細胞，所以答案是 A。
The shared adaptive feature is single‑layer epithelium, so the correct answer is A.

📌 考試提醒 (Exam Tips)

相同點 (Common feature)
單層上皮 → 短距離，利於擴散。
Single‑layer epithelium → short distance, efficient diffusion.

不同點 (Differences)

小腸絨毛：有微絨毛 → 增加表面積吸收營養。
Intestinal villi: with microvilli → increase area for nutrient absorption.

肺泡：表面有水膜 → 幫助氧氣溶解以利擴散。
Alveoli: surface water film → helps dissolve O₂ for diffusion.",
2014,"📌 參考答案
B. 血液中的水在接近動脈的一端離開微血管 → 流體靜壓
B. Water in blood leaves the capillary at the arterial end → Hydrostatic pressure

📌 詳細解釋 (Detailed Explanation)

1️⃣ 選項 A ❌
組織液進入淋巴管的主要驅動力不是滲透作用，而是 流體靜壓（過多的組織液被迫回收）。
The main driving force for tissue fluid entering lymphatic vessels is not osmosis but hydrostatic pressure (excess tissue fluid forced into lymph).

2️⃣ 選項 B ✅
在微血管的小動脈端，血壓較高 → 流體靜壓推動血液中的水分滲出，進入組織間隙形成組織液。
At the arterial end of a capillary, blood pressure is higher → hydrostatic pressure drives water out of blood into tissue spaces to form tissue fluid.

👉 這是正確的組合。
👉 This is the correct matching.

3️⃣ 選項 C ❌
在小靜脈端，血液中血漿蛋白造成較高的膠體滲透壓，使水分回流進入微血管。
At the venous end of a capillary, plasma proteins create higher osmotic pressure, pulling water back in.

主要驅動力應為 滲透作用 (osmosis)，不是主動運輸。
The main driving force is osmosis, not active transport.

4️⃣ 選項 D ❌
小腸腔內的水進入微血管，是因為微血管中血液的水勢低於腸腔水勢 → 滲透作用，
而不是單純的擴散作用。
Water enters capillaries from the small intestine because blood water potential is lower than intestinal lumen → osmosis, not simple diffusion.

📌 結論
正確的組合只有 B：
「血液中的水在動脈端流出微血管」← 流體靜壓推動。
The only correct matching is B:
“Water leaves the capillary at the arterial end” ← driven by hydrostatic pressure.

📌 考試提醒 (Exam Tips)

動脈端 (Arterial end)：流體靜壓 > 膠體滲透壓 → 水分外流。
Arterial end: hydrostatic pressure > osmotic pressure → water leaves capillary.

靜脈端 (Venous end)：流體靜壓下降，膠體滲透壓佔優勢 → 水分回流。
Venous end: hydrostatic pressure lower, osmotic pressure stronger → water enters capillary.

淋巴系統：回收多餘的組織液，維持體液平衡。
Lymphatic system: recovers excess tissue fluid, maintains fluid balance.",
2015,"📌 參考答案
B

📌 詳細解釋 (Detailed Explanation)

1️⃣ 物種 T

T 沒有任何特徵 (+ 全部為 –)，所以與其他物種的親緣關係最遠。
T has none of the listed traits (all “–”), so it must be most distantly related to the others.
👉 在演化樹上，T 應該最早分支出去。
👉 On the phylogenetic tree, T should branch off first.

2️⃣ 物種 P 與 Q

P：有 1, 2, 4
Q：有 1, 2
差別只在「特徵 4」。
Difference: only trait 4.
👉 親緣關係非常近。
👉 Therefore, P and Q are very closely related.

3️⃣ 物種 R 與 S

R：有 1, 5
S：有 3, 5
差別只在「特徵 3」。
Difference: only trait 3.
👉 R 與 S 也是緊密相關。
👉 R and S are also closely related.

4️⃣ 整體關係

(P, Q) 一組
(R, S) 一組
T 最遠
(P, Q) 與 (R, S) 再合併
(T) 與這四者最遠
Only 圖 B 符合此結構。
Only diagram B matches this structure.

📌 考試提醒 (Exam Tips)

特徵越相似 → 親緣越近。
The more shared traits → the closer the relationship.

沒有特徵者，多半是「最早分支」(outgroup)。
Species with no traits often represent the outgroup.

解題步驟：

找出 outgroup（最少特徵）。
找出差異最少的物種 → 配對。
再將各組合併。",
2016,"📌 參考答案 (Suggested Answer)
✅ A. 分隔

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

澳洲與其他大陸長期地理隔離，導致族群間基因流動被阻斷。

Australia has been geographically isolated from other continents for a long period, which blocked gene flow between populations.

在隔離狀態下，不同環境壓力、突變與競爭會在各自族群中累積，造成基因差異逐漸擴大。

Under isolation, different environmental pressures, mutations, and competition accumulate within populations, causing genetic differences to gradually increase.

當差異大到使群體間無法再交配繁殖，就會形成新的物種。

When the differences become large enough that populations can no longer interbreed, new species are formed.

📌 考試提醒 (Exam Tips)
分隔 (isolation)：形成新物種的必要條件 → 阻止基因流動。

Isolation: essential factor for speciation → prevents gene flow.

突變 / 環境壓力 / 競爭：在隔離的基礎上影響族群內的基因庫。

Mutation / environmental pressure / competition: act within isolated populations to alter the gene pool.

澳洲特有種 (袋鼠、無尾熊等) → 典型例子，源於長期地理隔離。

Australian endemic species (kangaroos, koalas, etc.) → classic examples from long-term geographic isolation.
",
2017,"📌 參考答案 (Suggested Answer)
✅ D. 重組基因技術可以在不同物種之間傳遞基因。

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

傳統繁殖只限於同一物種或相近物種之間基因的傳遞。

Traditional breeding can only transfer genes within the same or closely related species.

重組基因技術 則能突破這限制，將基因從一個物種轉入另一個完全不同的物種中。

Recombinant DNA technology breaks this limit, allowing genes to be transferred from one species to a completely different one.

例如把抗蟲基因導入作物，就能使該植物獲得傳統育種無法得到的新特性。

For example, inserting pest-resistance genes into crops allows them to gain traits impossible to achieve through conventional breeding.

📌 考試提醒 (Exam Tips)
相同物種基因轉移：傳統育種已可做到。

Gene transfer within same species: possible with conventional breeding.

跨物種基因轉移：只有基因工程能做到 → 重組基因技術的最大優勢。

Cross-species transfer: only possible with genetic engineering → the key advantage of recombinant DNA technology.

記法：跨物種 = 必須靠科技。

Mnemonic: Across species = must use technology.",
2018,"📌 參考答案 (Suggested Answer)
✅ C. 只有 (2) 和 (3)

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

(1) 對照組設計：段落中沒有提到對照組，因此不屬於這題重點。

(1) Control group: The passage does not mention it, so it’s irrelevant here.

(2) 競爭與合作：華生、克里克與韋爾金斯之間存在競爭，但也互相合作 → 科學家之間常有此互動。

(2) Competition and cooperation: Watson, Crick, and Wilkins had both rivalry and collaboration → scientists often face this.

(3) 想像力和創意：華生與克里克憑想像力與創新，從 X 射線繞射圖推論出 DNA 的雙螺旋結構。

(3) Imagination and creativity: Watson and Crick used imagination and creativity to infer the DNA double helix from X-ray images.

📌 考試提醒 (Exam Tips)
科學探究不只靠實驗，還要結合理論推理與創新思維。

Scientific discovery is not only about experiments; it also requires reasoning and creativity.

歷史案例題 → 要能從科學家的互動與方法中推論出科學本質。

In history-of-science questions → infer the nature of science from scientists’ interactions and methods.

常見科學本質屬性：競爭、合作、想像力、創新、證據導向。

Common NOS features: competition, collaboration, imagination, innovation, evidence-based.",
2019,"📌 參考答案 (Suggested Answer)
✅ A. 兩條鏈以相反方向排列。

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

DNA 是由兩條 多核苷酸鏈 構成 → 形成雙螺旋。

DNA consists of two polynucleotide chains → forming a double helix.

這兩條鏈是 反向平行 (antiparallel) 的 → 一條從 5’→3’，另一條從 3’→5’。

These two chains are antiparallel → one runs 5’→3’, the other 3’→5’.

錯誤選項解析：

B ❌：DNA 的骨架是由「糖－磷酸」連接，不是鹼基彼此相連。
C ❌：DNA 中只有一種糖（脫氧核糖）；RNA 才有核糖。
D ❌：DNA 中只有一種磷酸，但有四種含氮鹼基 (A, T, G, C)。
📌 考試提醒 (Exam Tips)
DNA 雙螺旋結構特色：

兩條鏈 → 「反向平行」。
骨架 → 糖 + 磷酸。
內部 → 四種鹼基配對 (A=T, G≡C)。
DNA 只有一種糖 (脫氧核糖)。
記法：「雙反骨」

雙：雙螺旋
反：反向平行
骨：糖－磷酸骨架",
2020,"📌 參考答案 (Suggested Answer)
✅ A. 子細胞的 DNA 含量是 0.5x。
✅ A. The DNA content of each daughter cell is 0.5x.

📌 詳細解釋 (Detailed Explanation)
第 2 點說明：

題目設定：細胞 P 在有絲分裂前 DNA 含量為 x。

In the question: Cell P has DNA content x before mitosis.

在 間期 (interphase)，DNA 已經完成複製，x 代表複製後的總 DNA 含量。

During interphase, DNA replication has already occurred; x represents the total amount after replication.

有絲分裂時，DNA 平分給兩個子細胞 → 每個子細胞 DNA 含量是 0.5x。

During mitosis, DNA is equally divided into two daughter cells → each daughter cell has DNA content 0.5x.

錯誤選項解析 (Wrong options explained):

B ❌：DNA 含量不能用染色體數平均分，因每條染色體 DNA 含量不等。
B ❌: DNA content cannot be divided simply by chromosome number, as each chromosome may differ in size.
C ❌：題目沒有交代細胞為單倍體或二倍體，不能假設有 8 條染色體。
C ❌: Ploidy of the cell is not given (haploid/diploid), cannot assume there are 8 chromosomes.
D ❌：分裂前仍只有 4 條染色體（但已有姊妹染色分體），不是 8 條。
D ❌: Before division, still only 4 chromosomes (with sister chromatids), not 8 chromosomes.
📌 考試提醒 (Exam Tips)
染色體數量在有絲分裂過程中 不變（例如 4 → 4）。

Chromosome number stays constant during mitosis (e.g. 4 → 4).

DNA 含量會在 間期倍增，然後在分裂時 均分 （x → 0.5x）。

DNA content doubles in interphase and then splits equally during division (x → 0.5x).

常考陷阱 → 分清楚「染色體數量」 (chromosome number) vs 「DNA 含量」 (DNA content)。

Common trap → Differentiate between chromosome number and DNA content.",
