編號,答案,類近題目
1911,"📌參考答案 

✅ B
只有圖 B 正確展示了以擴散作用吸收溶質時的初始速率變化。
Only graph B correctly shows the initial rate of solute uptake by diffusion.

📘詳細解釋 Detailed Explanation
只有當外在溶液的濃度高於細胞內的濃度時，溶質才會由高濃度區域擴散進入細胞。
Solute diffuses into the cell only when the external concentration is higher than that inside the cell.

當外在溶液濃度達到 X（即細胞內濃度）時，兩者濃度相等，沒有濃度梯度，因此沒有淨擴散。
When the external concentration equals X (the internal concentration), no concentration gradient exists, so no net diffusion occurs.

超過此濃度後（外在濃度 > X），擴散速率與濃度差成正比，所以圖線為通過 X 點後的直線關係。
Beyond this point (external > X), the diffusion rate is directly proportional to the concentration difference, giving a straight line through X.

因此，圖 B 是唯一符合被動擴散理論的選項。
Hence, graph B is the only one consistent with passive diffusion behavior.

🧠考試提醒 Exam Tips
💡 擴散原則：
擴散速率 ∝ 濃度梯度。
Diffusion rate is proportional to the concentration gradient.

🌿 當濃度內外相等時（等滲 X 點），淨擴散速率為零。
At isotonic point (X), net diffusion rate is zero.

📈 若外部濃度繼續增加，擴散速率線性提高。
If external concentration increases further, diffusion rate increases linearly.

❌ 常見錯誤：

圖 A 錯誤，因為它顯示在低濃度時已有吸收。
Graph A is wrong because it shows uptake even when external concentration is below X.
圖 C 錯誤，這種飽和曲線代表促進擴散或主動運輸，非簡單擴散。
Graph C represents facilitated or active transport, not simple diffusion.
圖 D 錯誤，因為擴散速率與濃度差呈線性，而非指數上升。
Graph D is wrong because diffusion rate is linear with concentration difference, not exponential.",
1912,"✅ 參考答案：D

🧠詳細解釋：
卵子和精子都屬於人類的配子 (gametes)，在減數分裂後各自含有 23 條染色體。
Both the ovum and the sperm are human gametes, each containing 23 chromosomes after meiosis.

這包括 22 條常染色體 (autosomes) 與 1 條性染色體 (sex chromosome)。
This consists of 22 autosomes and 1 sex chromosome.

卵子固定攜帶 X 性染色體，而精子則可能攜帶 X 或 Y 性染色體。
The ovum always carries an X chromosome, while the sperm may carry either an X or Y chromosome.

因此，雖然精子間可分 X 或 Y 型，但卵子與精子均擁有相同數目的染色體 (23)。
Therefore, even though sperm differ by X or Y, both gametes have the same total number of chromosomes (23).

🧠考試提醒：
✅ 題目問「染色體數目」時，要注意是 數目 (number)，而非類型或大小。
Always note whether the question asks about chromosome number, not type or size.

⚠️ 「基因數目」(選項 A) 為陷阱： Y 染色體的基因明顯少於 X 染色體。
Be cautious of “number of genes” (option A) — the Y chromosome carries far fewer genes than the X chromosome.

⚠️ 卵子的細胞質量遠大於精子，所以 B 錯。
Eggs are much larger than sperm, so B is incorrect.

⚠️ 卵子含大量營養物儲備以供胚胎早期發育，精子的儲備則極少，所以 C 錯。
Eggs store nutrients for early embryonic growth, while sperm have minimal reserves — thus C is incorrect.",
1913,"✅ 參考答案：D

🧠詳細解釋
五邊形圖案代表與含氮鹼基結合的五碳糖。
The pentagon represents the five-carbon sugar that binds to the nitrogenous base.

圓形代表 DNA 鏈中連接五碳糖的磷酸鹽基團。
The circular shape represents the phosphate group connecting deoxyribose sugars in the DNA strand.

因此：
Therefore:

W 是磷酸鹽 (phosphate group)
X 是糖 (deoxyribose sugar)
根據模型中不同花紋的矩形，可知代表不同的含氮鹼基。
According to the model, rectangles with different patterns represent different nitrogenous bases.

Y 和 Z 是互補鹼基配對。若 Y 為腺嘌呤 (A)，則其對應鹼基 Z 為胸腺嘧啶 (T)；若 Y 為鳥嘌呤 (G)， Z 則為胞嘧啶 (C)。
Y and Z form a complementary base pair. If Y is adenine (A), Z is thymine (T); if Y is guanine (G), Z is cytosine (C).

🧠考試提醒
題目通常以 「形狀符號對應 DNA 結構」 考查概念，記住：
In this type of question, symbols represent parts of the DNA structure — remember:

結構	圖形提示	英文名	功能
圓形	 磷酸鹽	Phosphate	鏈接糖形成骨架 → phosphodiester bond
五邊形 脫氧核糖	Deoxyribose	接含氮鹼基 + 連磷酸鹽
矩形	 含氮鹼基	Nitrogenous base	遺傳密碼位點 (互補配對) 
✅ 互補配對規則：A–T ； G–C。
Complementary pairing rule: A–T and G–C.",
1914,"✅ 參考答案：D（(1)、(2) 和 (3) 均可出現）

🧠詳細解釋：
1️⃣ 色盲與血型的基因位點不同，可分開考慮。
Color blindness and blood group are controlled by different genes on separate chromosomes, so they are inherited independently.

2️⃣ 色盲為 X 連鎖隱性遺傳。
Color blindness is an X-linked recessive trait.

父親是紅綠色盲 ⇒ 基因型 XᶜY。
The father is color blind ⇒ genotype XᶜY.

母親視力正常 ⇒ 基因型可能是 XᴺXᴺ 或 XᴺXᶜ (帶隱性基因的攜帶者)。
The mother has normal vision ⇒ genotype can be XᴺXᴺ or XᴺXᶜ (carrier).

3️⃣ 血型的遺傳（ABO 系統）：
The blood group (ABO system):

父親血型 A ＝ 基因型 IᴬIᴬ 或 Iᴬi。
Father (type A) = genotype IᴬIᴬ or Iᴬi.

母親血型 B ＝ 基因型 IᴮIᴮ 或 Iᴮi。
Mother (type B) = genotype IᴮIᴮ or Iᴮi.

因此子女可能的血型為： A、B、AB 或 O。
Hence children could have blood types A, B, AB, or O.

4️⃣ 綜合分析：

子女性別	色盲基因組合	是否色盲	           血型可能
女兒	         XᴺXᶜ（若母攜帶）	可能色盲或正常	A / B / AB / O
兒子	            XᴺY 或 XᶜY	            正常或色盲    	A / B / AB / O
✔ (1) 具正常視力和血型 O 的女孩 → 可能（若父母各帶 i ）。
→ Possible if both parents carry i allele.

✔ (2) 具紅綠色盲和血型 O 的女孩 → 可能（若母為攜帶者 XᴺXᶜ 且父色盲 XᶜY ）。
→ Possible if the mother is carrier (XᴺXᶜ) and father XᶜY.

✔ (3) 具紅綠色盲和血型 AB 的男孩 → 可能（母 XᴺXᶜ ＋ 父 XᶜY ，母 IᴮIᴮ ＋ 父 IᴬIᴬ ）。
→ Possible if the mother carries Xᶜ and IᴮIᴮ, father XᶜY and IᴬIᴬ.

🧠考試提醒：
✅ 若題目同時出現 「性聯遺傳 ＋ 常染色體遺傳」，要分兩部分分析再組合結果。
When both sex-linked and autosomal inheritance appear, analyze each separately then combine results.

⚠️ 記住：

男孩的 X 染色體來自母親。
女孩的一條 X 來自父，一條 X 來自母。
Hence, male X chromosome → from mother; female X chromosomes → one from each parent.",
1915,"✅ A — 只有 (1) 

📘詳細解釋 Detailed Explanation
(1) 正確。紅血球沒有細胞核，因而無法進行轉錄與翻譯，不能合成酶或蛋白質作修補之用。
(1) Correct. Human red blood cells lack a nucleus; therefore, they cannot perform transcription or translation and cannot synthesize enzymes or proteins for repair.

此外，失去細胞核能騰出更多空間以容納血紅蛋白，用以攜帶氧氣。
Moreover, losing the nucleus provides more space to store hemoglobin for oxygen transport.

(2) 錯誤。血紅蛋白不會「耗盡」。
(2) Incorrect. Hemoglobin itself does not get “used up.”

氧氣在肺部與血紅蛋白結合形成氧合血紅蛋白，運送至組織時再釋放氧氣，血紅蛋白可重複使用。
Oxygen binds with hemoglobin in the lungs to form oxyhemoglobin and releases O₂ in tissues; thus, hemoglobin remains reusable.

紅血球只有在被脾臟破壞或壽命（約120天）結束時，血紅蛋白才會被分解。
Hemoglobin is broken down only when red blood cells are destroyed (after about 120 days).

(3) 錯誤。紅血球沒有線粒體，但仍可經由**無氧呼吸（糖酵解）**產生 ATP，提供能量維持細胞功能。
(3) Incorrect. Red blood cells lack mitochondria, but they can still produce ATP through anaerobic respiration (glycolysis) to maintain essential cell activities.

因此，說「沒有能量供應」是不正確的。
Therefore, it is incorrect to say they have no energy supply.

🧠考試提醒 Exam Tips
❤️ 紅血球的特化特徵 (Adaptations of RBCs):

無細胞核 → 提供更多容積載氧。
No nucleus → more space for oxygen transport.
無線粒體 → 防止自身消耗輸送的氧氣。
No mitochondria → prevents consuming the oxygen they carry.
雙凹圓盤形 → 增大表面積，有利氣體交換。
Biconcave shape → increases surface area for gas exchange.
⚠️ 常見錯誤：
以為紅血球不能獲得能量或血紅蛋白會用完。
Common mistake: assuming RBCs cannot generate energy or that hemoglobin gets “used up.”",
1916,"✅ 參考答案：D

🧠詳細解釋
視桿細胞負責在光線不足時的視覺，即「暗視覺」。
Rod cells are responsible for vision under dim light conditions, known as scotopic vision.

在光線昏暗時，若影像落在視桿細胞較多的視網膜區域，視覺會更清晰。
Under dim light, an image falling on an area of the retina with more rod cells is seen more clearly.

視桿細胞主要分佈於視網膜外圍，其密度遠高於視錐細胞。
Rod cells are mainly distributed around the peripheral retina, with a much higher density than cone cells.

視錐細胞集中在黃斑（特別是中央凹）並負責彩色及明亮環境下的視覺。
Cone cells are concentrated in the fovea of the macula, specialized for color and bright‑light vision.

因此，在昏暗環境中，視錐細胞功能降低，而視桿細胞主導。
Thus, in a dim room, cone cell activity decreases while rod cells dominate.

若垃圾桶影像落在視網膜外圍、視桿細胞密集區，志德會看得更清楚。
If the image of the trash bin falls on the outer retina, where rod cells are abundant, he will see it more clearly.

🧠考試提醒
✅ 記住：「明亮—錐細胞 (cones)，昏暗—桿細胞 (rods)。」
Remember: “Bright — cones, Dim — rods.”

⚠️ 黃斑區幾乎全為錐細胞，昏暗時不適合聚焦影像。
The macula (especially the fovea) contains almost only cones, so it's not effective under dim conditions.",
1917,"📘 參考答案 Answer
✅ C — 角膜 (Cornea)

🧠 詳細解釋 Detailed Explanation

角膜是眼球前方透明的結構，直接暴露在空氣中。
The cornea is the transparent front part of the eye that is directly exposed to the air.

氧氣會直接從空氣中擴散進入角膜，以供其細胞進行新陳代謝。
Oxygen diffuses directly from the air into the cornea to support its metabolic activities.

當長時間配戴隱形眼鏡時，鏡片覆蓋角膜表面，
When contact lenses are worn for a long time, they cover the corneal surface,

會阻礙氧氣的擴散，導致角膜缺氧，影響其健康與透明度。
reducing oxygen diffusion, leading to corneal hypoxia, which can affect its health and transparency.

相對地：
In contrast:

虹膜、晶體與視網膜都不直接接觸空氣，
The iris, lens, and retina are not directly exposed to air;

它們的氧氣主要來自房水或血液循環供應，
Their oxygen supply comes mainly from the aqueous humour or blood circulation,

因此不會受到隱形眼鏡阻礙空氣的顯著影響。
so they are less affected by the obstruction of air caused by contact lenses.

🔍 考試提醒

結構 / Structure：角膜 / Cornea
氧氣來源 / Oxygen Source：空氣與房水 / Air + Aqueous humour
是否直接接觸空氣 / Direct Air Contact?：✅ 是 / Yes
受隱形眼鏡影響 / Affected by Contact Lenses?：✅ 會受阻 / Yes
說明 / Explanation：主要依賴空氣氧氣擴散 / Relies on oxygen diffusion from air

結構 / Structure：虹膜 / Iris
氧氣來源 / Oxygen Source：房水 / Aqueous humour
是否直接接觸空氣 / Direct Air Contact?：❌ 否 / No
受隱形眼鏡影響 / Affected by Contact Lenses?：❌ 不受明顯影響 / Minimal effect
說明 / Explanation：位於角膜下方 / Located behind the cornea

結構 / Structure：晶狀體 / Lens
氧氣來源 / Oxygen Source：房水 / Aqueous humour
是否直接接觸空氣 / Direct Air Contact?：❌ 否 / No
受隱形眼鏡影響 / Affected by Contact Lenses?：❌ 不受明顯影響 / Minimal effect
說明 / Explanation：無血管結構，由房水供養 / Avascular, nourished by aqueous humour

結構 / Structure：視網膜 / Retina
氧氣來源 / Oxygen Source：血液循環 / Blood supply
是否直接接觸空氣 / Direct Air Contact?：❌ 否 / No
受隱形眼鏡影響 / Affected by Contact Lenses?：❌ 不受明顯影響 / Minimal effect
說明 / Explanation：富含血管，氧氣充足 / Rich in blood vessels, ample oxygen supply
",
1918,"✅ 參考答案 

答案：A. 胰臟（Pancreas）


💡 詳細解釋 / Detailed Explanation

胰臟既是內分泌腺，也是一種外分泌腺。
The pancreas functions both as an endocrine gland and as an exocrine gland.

作為 內分泌腺，它的胰島分泌胰島素與胰高血糖素至血液中，幫助調控血糖濃度。
As an endocrine gland, its islets (Islets of Langerhans) secrete insulin and glucagon into the bloodstream to regulate blood glucose levels.

作為 外分泌腺，它分泌胰液，內含消化酶，經由胰管釋放至十二指腸以消化食物。
As an exocrine gland, it secretes pancreatic juice containing digestive enzymes, released into the duodenum through the pancreatic duct.

比較其他選項：
Comparison with other options:

B. 垂體（Pituitary gland） ─ 僅有內分泌功能，能分泌多種激素（例如生長激素、促甲狀腺激素），但沒有外分泌管。
B. Pituitary gland ─ Has only endocrine functions; secretes various hormones (e.g., growth hormone, thyroid-stimulating hormone) but has no exocrine duct.

C. 食道（Esophagus） ─ 不是內分泌器官，但其腺體可分泌黏液以協助食物滑動。
C. Esophagus ─ Not an endocrine organ; only secretes mucus to lubricate food passage.

D. 腎上腺（Adrenal gland） ─ 純為內分泌腺，分泌腎上腺素與皮質醇，但沒有外分泌管。
D. Adrenal gland ─ Pure endocrine gland; secretes adrenaline and cortisol, with no exocrine duct.

⚠️ 考試提醒 / Exam Tips

1️⃣ 記住「內分泌」指的是分泌物直接進入血液（無導管），而「外分泌」指的是分泌物經導管輸出至體外或器官腔內。
Remember: Endocrine secretions go directly into the bloodstream (no ducts), while exocrine secretions use ducts to exit to a surface or cavity.

2️⃣ 題目若問「同時具內外分泌功能」的器官，首選 胰臟（Pancreas）。
If a question asks for an organ with both endocrine and exocrine functions, Pancreas is always the correct choice.

3️⃣ 類似考點常出現在 內分泌系統與消化系統交叉題。
This concept often appears in questions combining the endocrine and digestive systems.

4️⃣ 記憶法：
「胰臟一器兩用，控糖兼助消化。」
Mnemonic: “One pancreas, two roles — controls sugar and aids digestion.”",
1919,"✅ 參考答案 / Suggested Answer
答案：D. 關節 A → 球窩關節（Ball-and-socket joint）關節 B → 鉸鏈關節（Hinge joint）

💡 詳細解釋 / Detailed Explanation
關節 A 位於髖部（hip joint），是 球窩關節。
Joint A is located at the hip, which is a ball-and-socket joint.

球窩關節允許三個方向的運動：前後、左右，以及旋轉。
A ball-and-socket joint allows movement in three directions: forward and backward, side to side, and rotational.

因此，大腿可向多個方向活動，例如屈曲、伸展、外旋、內旋。
Thus, the thigh can move in multiple directions, such as flexion, extension, abduction, adduction, and rotation.

關節 B 位於膝部（knee joint），是 鉸鏈關節。
Joint B is located at the knee, which is a hinge joint.

鉸鏈關節只允許在一個平面上運動，例如屈曲與伸展。
A hinge joint allows movement mainly in one plane, such as bending (flexion) and straightening (extension).

因此，膝關節不能旋轉或側移，只能前後運動。
Therefore, the knee joint cannot rotate or move laterally; it only moves forward and backward.

⚠️ 考試提醒 / Exam Tips

1️⃣ 球窩關節例子：肩關節、髖關節。
Ball-and-socket joint examples: shoulder joint, hip joint.

2️⃣ 鉸鏈關節例子：膝關節、手肘關節。
Hinge joint examples: knee joint, elbow joint.

3️⃣ 記憶法：
「球窩萬向動，鉸鏈單方向。」
Mnemonic: “Ball-and-socket moves freely, hinge moves in one plane only.”

4️⃣ 若題目提及「三個空間軸」或「多方向活動」→ 選 球窩關節。
If the question mentions “movement in three planes” or “multi-directional,” choose ball-and-socket joint.

5️⃣ 若題目提及「只在一平面活動」→ 選 鉸鏈關節。
If it mentions “movement in one plane only,” choose hinge joint.

✅ 總結 / Summary
關節 A 為髖關節（球窩關節），關節 B 為膝關節（鉸鏈關節）。
Joint A is the hip joint (ball-and-socket); Joint B is the knee joint (hinge joint).",
1920,"✅ 參考答案 / Suggested Answer

答案：B. X 收縮contracts，Y 鬆弛relaxes

💡 詳細解釋 / Detailed Explanation
肌肉 X 是腿部的伸肌（extensor muscle），主要用於伸直膝部。
Muscle X is the extensor muscle of the leg, which extends the knee.

當伸肌收縮時，腿部會變直。
When the extensor contracts, the leg straightens.

肌肉 Y 是腳部的屈肌（flexor muscle），收縮時會令腳掌向下彎（足底屈曲）。
Muscle Y is the flexor muscle of the lower leg; when it contracts, the foot bends downward (plantar flexion).

在圖 II 所示的瑜伽姿勢中，女子的雙腿伸直、腳掌伸展。
In Figure II, the woman’s legs are straight and feet are pointed.

這代表伸肌（X）必須收縮以維持腿部挺直；
This means muscle X must contract to keep the legs straight;

而屈肌（Y）則需放鬆以免造成膝部或踝部的彎曲。
Whereas the flexor (Y) must relax to prevent the legs or feet from bending.

⚠️ 考試提醒 / Exam Tips
1️⃣ 拮抗肌（antagonistic muscles）：運動時一組肌肉收縮，另一組必放鬆。
Antagonistic muscles: one contracts while the opposite relaxes.

2️⃣ 伸直動作 → 伸肌收縮，屈肌鬆弛。
Extension movement → extensor contracts, flexor relaxes.

3️⃣ 彎曲動作 → 屈肌收縮，伸肌鬆弛。
Flexion movement → flexor contracts, extensor relaxes.

4️⃣ 記憶法：
「伸直腿要伸肌緊，彎曲腿要屈肌勤。」
Mnemonic: “To extend, tighten the extensor; to bend, tighten the flexor.”",
1921,"✅ 參考答案 / Suggested Answer
答案：D. 延髓（Medulla oblongata）


💡 詳細解釋 / Detailed Explanation
當看到或聞到食物而分泌唾液時，這是一種反射動作，屬於非隨意反應。
When saliva is secreted upon seeing or smelling food, it is a reflex action, which is an involuntary response.

這種唾液分泌反射由 延髓（Medulla oblongata） 控制。
This salivary reflex is controlled by the medulla oblongata.

延髓負責身體的不隨意功能，如呼吸、心跳、吞嚥與分泌反射等。
The medulla is responsible for involuntary body functions such as breathing, heartbeat, swallowing, and secretion reflexes.

在此反應中，延髓接收到感覺神經的訊號，然後發出運動神經衝動至唾腺，促使唾液分泌。
In this reflex, the medulla receives sensory impulses and sends motor impulses to the salivary glands, stimulating saliva secretion.

比較其他選項：
Comparison with other options:

A. 大腦（Cerebrum） ─ 負責隨意動作與意識思考，而非反射行為。
A. Cerebrum ─ Controls voluntary actions and conscious thought, not reflexes.

B. 小腦（Cerebellum） ─ 負責肌肉協調與身體平衡，與唾液分泌無關。
B. Cerebellum ─ Coordinates muscle movement and balance, unrelated to salivation.

C. 唾腺（Salivary gland） ─ 是效應器（effector），執行分泌，但不是控制中心。
C. Salivary gland ─ Is an effector, producing saliva, but not the control center.

⚠️ 考試提醒 / Exam Tips

1️⃣ 反射動作（Reflex action） 是無意識、快速且固定形式的反應。
Reflex actions are involuntary, rapid, and stereotyped responses.

2️⃣ 控制中樞（Control center） 不在大腦，而是在 延髓或脊髓。
The control center for reflexes is located in the medulla or spinal cord, not the cerebrum.

3️⃣ 在題目提及如「分泌反射」、「吞嚥」、「咳嗽」、「打噴嚏」等反應時 → 延髓 為正確答案。
If the question mentions “secretion reflex,” “swallowing,” “coughing,” or “sneezing,” → the correct answer is medulla.

4️⃣ 記憶法：
「延髓管無意，生命靠得起。」
Mnemonic: “Medulla handles the involuntary — vital for life.”
",
1922,"✅ 參考答案 / Suggested Answer

答案：D. 心室在收縮時產生較高的血壓，將心瓣推向閉合。
Answer: D. When the ventricles contract, the rising blood pressure pushes the valve closed.

💡 詳細解釋 / Detailed Explanation
心室收縮時，心室肌產生強大壓力，使血液由心室向外推。
When the ventricles contract, muscular contraction generates high pressure inside the ventricles.

由於此時心室壓力高於心房壓力，心室內的高壓血液會將房室瓣（如二尖瓣或三尖瓣）推向關閉，防止血液倒流。
Because the ventricular pressure becomes higher than atrial pressure, the blood pushes the atrioventricular (AV) valves (mitral or tricuspid) to close, preventing backflow into the atria.

這就是心瓣關閉的真正原因——壓力差導致血液促使心瓣被推閉。
Hence, the true cause of valve closure is the pressure difference forcing the valve shut.

比較其他選項：
Comparison with other options:

A. 心臟索固定心瓣的位置 —— 它的功能是防止心瓣往外翻，但不是造成關閉的原因。
A. Tendinous cords anchor the valves — they prevent valve inversion but do not cause closure.

B. 心房充滿時壓力上升會打開而非關閉心瓣。
B. When atrial pressure increases during filling, it opens rather than closes the valve.

C. 心瓣防止血液倒流是關閉後的結果，不是心瓣關閉的原因。
C. Preventing backflow is the result of valve closure, not the cause.

⚠️ 考試提醒 / Exam Tips

1️⃣ 心瓣開關靠壓力差，而非肌肉主動控制。
Heart valve movements are passive, caused by pressure differences, not by muscles.

2️⃣ 房室瓣（Atrioventricular valves）：

在心室收縮時關閉 → 防止血液回流到心房。
在心室舒張時打開 → 讓血液流入心室。
Atrioventricular valves:
Close during ventricular contraction (systole) → prevent backflow.
Open during ventricular relaxation (diastole) → allow filling.
3️⃣ 半月瓣（Semilunar valves）：

在心室收縮時打開，血液進入主動脈與肺動脈。
在心室舒張時關閉，防止血液倒流。
Semilunar valves:
Open during contraction → blood enters the aorta/pulmonary artery.
Close during relaxation → prevent backflow.

4️⃣ 記憶法：
「壓高者推閉，壓低者接納。」
Mnemonic: “High pressure closes, low pressure allows flow.”",
1923,"✅ 參考答案 / Suggested Answer
答案：C. X 和 Y

💡 詳細解釋 / Detailed Explanation

W 是 琺瑯質 (enamel)，X 是 象牙質 (dentine)，Y 是 牙骨質 (cement)。
W is enamel, X is dentine, and Y is cementum.

琺瑯質（W）是牙齒最外層，不具生命，主要由無機物構成，約 96% 為羥磷灰石（calcium phosphate crystalline salts）。
Enamel (W) is the outermost layer of the tooth and is non-living, composed mainly of inorganic material — about 96% hydroxyapatite (a calcium phosphate crystal).

雖然琺瑯質含有最多的鈣質，但它不是活組織，不能自我修復。
Although enamel contains the highest calcium content, it is not a living tissue and cannot repair itself.

象牙質（X）與牙骨質（Y）則是活組織 (living tissues)，
Dentine (X) and cementum (Y), on the other hand, are living tissues.

它們內含細胞（如成牙本質細胞與牙骨母細胞），並且含有大量鈣鹽使其堅硬。
They contain cells (like odontoblasts and cementoblasts) and have a large amount of calcium salts that make them hard.

因此，X 和 Y 既是活組織，又含有豐富的鈣鹽。
Therefore, both X and Y are living tissues rich in calcium salts.

⚠️ 考試提醒 / Exam Tips

1️⃣ 琺瑯質 (Enamel)：最硬，但無生命；受損後不能修復。
Enamel: Hardest substance but non-living; cannot regenerate once damaged.

2️⃣ 象牙質 (Dentine)：活的組織，由牙髓細胞分泌，能有限度修復。
Dentine: Living tissue formed by odontoblasts; can repair slightly.

3️⃣ 牙骨質 (Cementum)：活組織，連接牙齒與牙周韌帶。
Cementum: Living tissue that anchors the tooth to the periodontal ligament.

4️⃣ 所以考題若問「含大量鈣鹽的活組織」，選 象牙質 (X) 和 牙骨質 (Y)。
Hence, when asked for “living tissues containing calcium salts,” choose X (dentine) and Y (cementum).",
1924,"✅ 參考答案 / Suggested Answer
答案：C. 8

💡 詳細解釋 / Detailed Explanation

圖中所示的牙齒是 臼齒（molars），特徵是體積較大、具有兩個或三個牙根，且牙面寬闊，有尖突（牙尖）。
The tooth shown in the figure is a molar, characterized by its large size, two or three roots, and broad chewing surface with cusps.

在 乳齒系（deciduous dentition） 中，每一象限有兩顆乳臼齒：第一乳臼齒與第二乳臼齒。
In the deciduous (baby) dentition, there are two milk molars in each quadrant: the first and second milk molars.

因此
左上顎有兩顆、右上顎兩顆、左下顎兩顆、右下顎兩顆，合共 8 顆乳臼齒。
Therefore, there are two in the upper left, two in the upper right, two in the lower left, and two in the lower right — a total of 8 milk molars.

⚠️ 考試提醒 / Exam Tips

1️⃣ 乳齒系（Deciduous teeth） 總數為 20 顆：
Each deciduous set has 20 teeth in total:

類型	每象限數目	全口合計
門齒 (Incisors)	2	8
犬齒 (Canines)	1	4
臼齒 (Molars)	            2	8
2️⃣ 乳齒中沒有前臼齒（premolars），只有臼齒。
Milk teeth have no premolars, only molars.

3️⃣ 恆齒系（permanent teeth） 則共有 32 顆：包括智齒與前臼齒。
Permanent teeth have 32 in total, including premolars and wisdom teeth.

4️⃣ 記憶法：
「乳齒每象限五顆：二門一犬二臼。」
Mnemonic: “Each quadrant of baby teeth has 5 — two incisors, one canine, two molars.”",
1925,"📌 參考答案 Answer
答案：C（只有試管 (2) 和 (3)）

📖 詳細解釋 Detailed Explanation

脫脂牛奶主要含有小分子的碳水化合物（雙糖與單糖）及蛋白質，只含極少量脂肪。
Skimmed milk mainly contains small carbohydrates (disaccharides and monosaccharides) and proteins, with only traces of fat.

因此它幾乎沒有澱粉，而唾液澱粉酶只能分解澱粉。
Hence it contains almost no starch, while salivary amylase can act only on starch.

試管 (1)：脫脂牛奶 + 唾液
Test tube (1): Skimmed milk + Saliva

唾液中的澱粉酶可將澱粉分解為麥芽糖。
The amylase in saliva converts starch to maltose.

但脫脂牛奶中沒有澱粉，故不會發生化學性消化。
However, since skimmed milk contains no starch, no chemical digestion occurs.

試管 (2)：脫脂牛奶 + 胃液
Test tube (2): Skimmed milk + Gastric juice

胃液含有胃蛋白酶，可將蛋白質分解為短肽。
Gastric juice contains pepsin, which digests proteins into short peptides.

所以此處會發生蛋白質的化學性消化。
Therefore, chemical digestion of proteins takes place here.

試管 (3)：脫脂牛奶 + 腸液（含酶）
Test tube (3): Skimmed milk + Intestinal juice (with enzymes)

腸液內含多種酶，例如胰澱粉酶與蛋白酶，可分解碳水化合物和蛋白質。
The intestinal juice contains various enzymes (such as amylase and protease) that digest carbohydrates and proteins.

因此試管 (3) 中也會進行化學性消化。
Hence, chemical digestion also occurs in test tube (3).

總結而言，只有試管 (2) 與 (3) 出現化學性消化反應。
In summary, only test tubes (2) and (3) undergo chemical digestion.

🧭 考試提醒 Exam Tips

考試時要根據食材成分與酶的底物專一性來判斷反應是否會發生。
In exams, always consider the food composition and the enzyme’s substrate specificity to determine whether digestion occurs.

唾液酶只分解澱粉，不會作用於蛋白質或乳糖。
Salivary amylase only acts on starch, not on proteins or lactose.

胃蛋白酶則只在酸性環境下分解蛋白質。
Pepsin in gastric juice works only in an acidic environment to digest proteins.

腸液中含有多種酶，是最能進行全面化學性消化的部分。
Intestinal juice contains multiple enzymes and is the main site for most chemical digestion.

溫度 37 °C 模擬人體內部環境，有助於酶達至最佳活性。
The 37 °C water bath simulates body temperature, allowing enzymes to work at optimal activity.

✅ 最後重點：
✅ Key Point:

記得看清「消化需要酶與合適底物」——沒有底物，即使有酶也不會產生反應。
Always remember that digestion requires both an enzyme and its specific substrate — without either, no reaction will occur.",
1926,"📌 參考答案 Answer
答案：A

📖 詳細解釋 Detailed Explanation
每克碳水化合物、蛋白質和脂肪所產生的能量比約為 1 : 1 : 2。
The energy released per gram of carbohydrate, protein, and fat is approximately 1 : 1 : 2.

食物 A
Food A
碳水化合物 40%，蛋白質 15%，脂肪 45%。
40% carbohydrate, 15% protein, 45% fat.

每克所產生能量 = 1E × 0.4 + 1E × 0.15 + 2E × 0.45 = 1.45E。
Energy per gram = 1E × 0.4 + 1E × 0.15 + 2E × 0.45 = 1.45E.

食物 B
Food B
碳水化合物 35%，蛋白質 45%，脂肪 20%。
35% carbohydrate, 45% protein, 20% fat.

每克所產生能量 = 1E × 0.35 + 1E × 0.45 + 2E × 0.2 = 1.2E。
Energy per gram = 1E × 0.35 + 1E × 0.45 + 2E × 0.2 = 1.2E.

食物 C
Food C
碳水化合物 40%，蛋白質 30%，脂肪 30%。
40% carbohydrate, 30% protein, 30% fat.

每克所產生能量 = 1E × 0.4 + 1E × 0.3 + 2E × 0.3 = 1.3E。
Energy per gram = 1E × 0.4 + 1E × 0.3 + 2E × 0.3 = 1.3E.

食物 D
Food D
碳水化合物 30%，蛋白質 60%，脂肪 10%。
30% carbohydrate, 60% protein, 10% fat.

每克所產生能量 = 1E × 0.3 + 1E × 0.6 + 2E × 0.1 = 1.1E。
Energy per gram = 1E × 0.3 + 1E × 0.6 + 2E × 0.1 = 1.1E.

因此，每克食物 A 能產生最高的能量。
Therefore, food A produces the highest energy per gram.",
