編號,答案,類近題目
1811,"📌 參考答案 (Answer Key)
11. D

📌 詳細解釋 (中英對照 | Detailed Explanation)

題目問：哪個過程發生於 線粒體內膜 (inner mitochondrial membrane)？

A（錯誤）：糖酵解 (glycolysis) 在細胞質 (cytoplasm) 進行，不在線粒體。
A (wrong): Glycolysis occurs in the cytoplasm, not in the mitochondria.

B（錯誤）：丙酮酸轉變為乙醯輔酶A (pyruvate → acetyl-CoA) 發生於線粒體基質 (matrix)。
B (wrong): Conversion of pyruvate into acetyl-CoA takes place in the mitochondrial matrix.

C（錯誤）：克雷伯氏循環 (Krebs cycle) 也在基質 (matrix) 內，而不是內膜。
C (wrong): Krebs cycle occurs in the mitochondrial matrix, not the inner membrane.

D（正確）：氧化磷酸化 (oxidative phosphorylation) 與電子傳遞鏈 (ETC) 位於線粒體內膜上的嵌入酶蛋白系統。
D (correct): Oxidative phosphorylation (including the electron transport chain) occurs at the inner mitochondrial membrane, where enzymes and ATP synthase are embedded.

📌 考試提醒 Exam Tips

細胞質 (cytoplasm) → 糖酵解 (glycolysis)。
Cytoplasm → glycolysis.

線粒體基質 (matrix) → 丙酮酸轉換 (acetyl-CoA formation)、克雷伯氏循環 (Krebs cycle)。
Mitochondrial matrix → pyruvate conversion, Krebs cycle.

線粒體內膜 (inner membrane) → 電子傳遞鏈 + 氧化磷酸化 (ETC & oxidative phosphorylation)。
Mitochondrial inner membrane → ETC & oxidative phosphorylation.",
1812,"📌 參考答案 (Answer)
正確答案：A. (1) 和 (2)

📌 詳細解釋 (Explanation)
長毛顯性，短毛隱性 (✔)
Long hair = dominant, short hair = recessive (✔)
所有小貓的基因型相同 (✔)
All kittens have the same genotype (✔)
無法判斷基因是否在不同染色體 (✘)
Cannot know whether genes are on different chromosomes (✘)

📌 考試提醒 (Exam Tips)
考試提醒：純種 → 基因型為純合子；雜種 → 基因型為雜合子。
Exam Tip: Purebred = homozygous; hybrid = heterozygous.

考試提醒：能判斷顯隱性的依據是後代表現型。
Exam Tip: Dominant vs recessive traits are determined by offspring phenotypes.

考試提醒：基因是否在同一染色體，必須靠「連鎖實驗」驗證，不能單靠這類雜交結果推出。
Exam Tip: To test if genes are on the same chromosome, linkage experiments are needed — Punnett squares alone are not enough.",
1813,"📌 參考答案 (Answer)
正確答案：C. 只有 (2) 和 (3)

📌 詳細解釋 (Explanation)
突變機率過低，不是主要原因 (✘)
Mutation probability too low → not valid reason (✘)
隨機受精可能產生隱性純合 (✔)
Random fertilization → homozygous recessive possible (✔)
獨立分配可產生不同組合 (✔)
Independent assortment → new gene combinations (✔)

📌 考試提醒 (Exam Tips)
考試提醒：F₂ 出現的新表現型，關鍵機制是「隱性基因純合 + 染色體獨立分配」。
Exam Tip: New phenotypes in F₂ come from homozygous recessive alleles + independent assortment.

考試提醒：不要誤以為出現新表現型就一定是突變，大多是基因重組造成。
Exam Tip: Don’t mistake new phenotypes as mutations — most are due to recombination.

考試提醒：回想孟德爾第二定律 (獨立分配律)，常出現在 F₂ 出現新組合的題目。
Exam Tip: Recall Mendel’s 2nd law (independent assortment): F₂ crosses often yield new trait combinations.",
1814,"📌 參考答案 (Answer)
正確答案：A. 寄生物
Correct Answer: A. Parasite

📌 詳細解釋 (Explanation)
真菌孢子寄生在幼蟲體內，奪取養分，導致宿主死亡 → 寄生物
Fungal spores parasitize larvae, absorb nutrients, host dies → Parasite
捕食者：立即殺死 → ❌
Predator: kills instantly → ❌
生產者：光合作用 → ❌
Producer: photosynthesis → ❌
消費者：太籠統，此處應選「寄生物」 → ❌
Consumer: too general, here specific role is “Parasite” → ❌

📌 考試提醒 (Exam Tips)
考試提醒：寄生不等於捕食，寄生是長期依附並傷害宿主。
Exam Tip: Parasitism ≠ predation; parasitism is long-term dependence that harms the host.

考試提醒：真菌不是生產者，它們是異養生物，需依靠有機物。
Exam Tip: Fungi are not producers; they are heterotrophs depending on organic matter.

考試提醒：冬蟲夏草這題經常考「真菌生態角色」→ 答案一定是寄生物。
Exam Tip: “Cordyceps” questions often test ecological role of fungi → the answer is parasite.",
1815,"📌 參考答案 (Answer)
正確答案：D. Q、R 和 S

📌 詳細解釋 (Explanation)
P（葉 / Leaf）：光合作用，與繁殖無關 → ✘
Q（塊莖 / Tuber）：營養繁殖 → ✔
R（果實 / Fruit）：含種子 → ✔
S（花 / Flower）：繁殖器官 → ✔

📌 考試提醒 (Exam Tips)
考試提醒：馬鈴薯 Q 塊莖屬於「營養繁殖」，是無性繁殖方式。
Exam Tip: Potato tubers (Q) propagate by vegetative reproduction — asexual.

考試提醒：R（果實）和 S（花）都與「有性繁殖」有關。
Exam Tip: R (fruit) and S (flower) are tied to sexual reproduction.

考試提醒：葉子 P 雖然與養分合成、能量供應相關，但不直接參與繁殖 → 常設陷阱選項。
Exam Tip: Leaves (P) relate to photosynthesis and energy, not reproduction — a common trap option.",
1816,"📌 參考答案 (Answer)
正確答案：D. R 和 S

📌 詳細解釋 (Explanation)
R（果實 / Fruit）：種子因隨機受精 → 基因型不同。
Seeds vary genetically due to random fertilization.
S（花 / Flower）：減數分裂產生配子 → 基因多樣化。
Flowers undergo meiosis → gametes genetically varied.
P、Q：有絲分裂 → 基因型相同。
Leaves/tubers from mitosis → identical.

📌 考試提醒 (Exam Tips)
考試提醒：判斷基因型是否相同看「細胞來源」。
Exam Tip: To check if genotypes differ, look at cell origin.

考試提醒：減數分裂 → 產生配子 → 基因型多樣化。
Exam Tip: Meiosis → gametes → genetic variety.

考試提醒：有絲分裂 → 營養生長 → 基因型相同。
Exam Tip: Mitosis → vegetative tissues → same genotype.
",
1817,"第 17 題
📌 參考答案 (Answer)
正確答案：C. 繁殖時間較短
Correct Answer: C. Shorter reproduction time
📌 詳細解釋 (Explanation)
營養繁殖 = 無性繁殖 → 快、不需受精。
Vegetative propagation = asexual → fast, no fertilization required.
能快速繁殖馬鈴薯，提高產量。
Allows rapid potato multiplication, increasing yield.
📌 考試提醒 (Exam Tips)
考試提醒：營養繁殖 = 無性繁殖 → 最大優點是快速、穩定繁殖。
Exam Tip: Vegetative propagation = asexual reproduction → main advantage is speed and consistency.

考試提醒：種子繁殖可帶來多樣性，但過程慢；營養繁殖雖無多樣性，但效率高。
Exam Tip: Seeds = diversity but slower; vegetative = uniform but faster.

考試提醒：考題常考對比：營養繁殖（快、無性） vs. 種子繁殖（慢、有性）。
Exam Tip: Common contrast: vegetative (fast, asexual) vs. seed (slow, sexual).
",
1818,"第 18 題
📌 參考答案 (Answer)
正確答案：C. 提供足夠時間讓澱粉質消化為葡萄糖
Correct Answer: C. Provides enough time for starch to be digested into glucose

📌 詳細解釋 (Explanation)
正確：
A 發揮唾液分泌
B 食團易吞下
D 增加表面積利於酶作用
錯誤：C → 澱粉酶只能將澱粉 → 麥芽糖，不是葡萄糖。

📌 考試提醒 (Exam Tips)
考試提醒：唾液淀粉酶的產物是「麥芽糖」，不是「葡萄糖」。
Exam Tip: Salivary amylase produces maltose, not glucose.

考試提醒：從口腔開始，僅有「澱粉 → 麥芽糖」的部分消化，不會完整消化。
Exam Tip: In the mouth, only partial digestion (starch → maltose) occurs.

考試提醒：像這種「不正確」題，常會考錯在消化產物名稱。
Exam Tip: In “incorrect” questions, watch out for wrong digestion products.",
1819,"📌 參考答案 (Suggested Answer)
答案：B。
Answer: B.

📌 詳細解釋 (Detailed Explanation)
在圖 I 的膝跳反射中，當輕輕敲擊髕腱時，會拉伸股四頭肌的伸肌。
In the knee-jerk reflex shown in Figure I, tapping the patellar tendon stretches the quadriceps extensor muscle.

這個拉伸刺激由肌梭感受器偵測，並經感覺神經纖維傳入脊髓。
This stretch is detected by the muscle spindle receptors and transmitted to the spinal cord via sensory neurons.

在脊髓內，感覺神經元直接與運動神經元形成突觸，這是一個單突觸反射。
In the spinal cord, the sensory neuron directly synapses with the motor neuron, which is a monosynaptic reflex.

運動神經元把衝動傳回股四頭肌，使它收縮。
The motor neuron transmits the impulse back to the quadriceps muscle, causing it to contract.

結果是小腿向前踢，膝關節伸直。
As a result, the lower leg kicks forward and the knee joint extends.

因此，效應器是伸肌（股四頭肌）。
Therefore, the effector is the extensor muscle (quadriceps).

📌 考試提醒 (Exam Tips)
要分清「屈肌」與「伸肌」，記得膝跳反射的動作是伸直，而不是屈曲。
Be careful to distinguish between flexor and extensor muscles, as the knee-jerk reflex produces extension, not flexion.

膝跳反射是一個單突觸反射，沒有中間神經元參與。
The knee-jerk reflex is a monosynaptic reflex with no interneuron involved.

常見陷阱是選擇「屈肌」，因為很多同學只看到腿有動作，但忽略了方向。
A common pitfall is choosing the flexor muscle, as many students notice the movement but overlook its direction.",
1820,"📌 參考答案 (Suggested Answer)
答案：D。

📌 詳細解釋 (Detailed Explanation)

(1) 這是軸突和樹突均短的中間神經元，膝跳反射中並不包含此神經元。
(1) This is an interneuron with short axons and dendrites, and it is not involved in the knee-jerk reflex.

(2) 這是感覺神經元，其細胞體遠離軸突和樹突，並且聚集起來形成背根節，因此它應見於 Y。
(2) This is a sensory neuron, with its cell body located off the axon and dendrites, clustered in the dorsal root ganglion; therefore, it corresponds to Y.

(3) 這是運動神經元，它有長軸突，將信號由脊髓傳送到腿部肌肉，因此它應見於 X。
(3) This is a motor neuron with a long axon that carries impulses from the spinal cord to the leg muscle; therefore, it corresponds to X.

所以，X = (3)，Y = (2)，答案是 D。
Hence, X = (3) and Y = (2), so the answer is D.

📌 考試提醒 (Exam Tips)
要留意膝跳反射屬單突觸反射，因此沒有中間神經元 (1)。
Remember that the knee-jerk reflex is monosynaptic, so interneurons (1) are not involved.

感覺神經元的細胞體位於背根節 (Y 的位置)。
The sensory neuron cell body is located in the dorsal root ganglion (at Y).

運動神經元直接由脊髓前角送信號到效應器 (X 的位置)。
The motor neuron sends impulses directly from the spinal cord’s ventral horn to the effector (at X).",
1821,"📌 參考答案 (Suggested Answer)
答案：C。

📌 詳細解釋 (Detailed Explanation)

小腦不會詮釋相關訊息以形成有意識的敲打感覺。
The cerebellum does not interpret the related information to produce a conscious sensation of tapping.

脊髓轉發感覺訊息，但不是通路的最終目的地。
The spinal cord relays sensory information, but it is not the final destination of the pathway.

大腦皮層的感覺區接收從膝蓋發出的電脈衝，產生感覺。
The sensory area of the cerebral cortex receives impulses from the knee and produces the conscious sensation.

延髓負責無意識的身體反射，不參與有意識的感覺訊息詮釋過程。
The medulla controls unconscious body reflexes and does not participate in the interpretation of conscious sensory information.

因此，能讓人感覺到輕敲的有意識感覺，必須經過大腦皮層。
Therefore, the conscious sensation of tapping is perceived in the cerebral cortex.

📌 考試提醒 (Exam Tips)
要分清楚「反射動作」和「感覺經驗」並非同一路徑。
Be clear that the reflex action and the sensory perception follow different pathways.

膝跳反射的動作只需經過脊髓，但如果要「感覺到」被敲，訊息需要上傳到大腦皮層。
The knee-jerk movement only requires the spinal cord, but to consciously ""feel"" the tap, the signal must be sent to the cerebral cortex.

常見錯誤是選小腦或延髓，但它們負責協調或無意識反射，而非有意識的感覺。
A common mistake is to choose the cerebellum or medulla, which control coordination or unconscious reflexes, not conscious sensations.
",
1822,"📌 參考答案 (Suggested Answer)
答案：A。

📌 詳細解釋 (Detailed Explanation)

白質由神經纖維組成，主要負責訊息的傳遞。
White matter is composed of nerve fibers, mainly responsible for transmitting information.

灰質由神經元的細胞體組成，主要負責訊息的處理。
Gray matter is composed of neuron cell bodies, mainly responsible for processing information.

在大腦內部，白質位於灰質的深層，因此內部是白質。
In the cerebrum, the white matter lies beneath the gray matter, so the interior is white matter.

在脊髓內部，灰質形成蝴蝶狀結構，外圍則是白質。
In the spinal cord, the gray matter forms a butterfly-shaped structure, while the white matter surrounds it.

因此，正確的組合是大腦內部：白質；脊髓內部：灰質 → 答案 A。
Therefore, the correct combination is cerebrum interior: white matter; spinal cord interior: gray matter → Answer A.

📌 考試提醒 (Exam Tips)
容易混淆的是大腦與脊髓內部灰白質的位置分佈。
A common confusion is the different locations of gray and white matter in the cerebrum and spinal cord.

大腦：灰在外（大腦皮層），白在內。
Cerebrum: gray matter outside (cortex), white matter inside.

脊髓：灰在內（蝴蝶狀區域），白在外。
Spinal cord: gray matter inside (butterfly-shaped region), white matter outside.",
1823,"📌 參考答案 (Suggested Answer)
答案：B。

📌 詳細解釋 (Detailed Explanation)

每個半顎包含 2 顆門齒、1 顆犬齒、2 顆前臼齒和 3 顆臼齒。
Each half jaw consists of 2 incisors, 1 canine, 2 premolars, and 3 molars.

因此，完整的牙式應記為 2122 / 2122（上顎與下顎各相同）。
Therefore, the correct dental formula is 2122 / 2122 (the same for both upper and lower jaws).

從 X 光片可見，上下排牙齒的排列符合這個標準成人牙式，共 32 顆牙齒。
From the X-ray, the arrangement of upper and lower teeth matches this standard adult dental formula, giving a total of 32 teeth.

📌 考試提醒 (Exam Tips)
牙式 2122 指的是門齒、犬齒、前臼齒和臼齒的排列順序。
The dental formula 2122 refers to the order incisors, canine, premolars, and molars.

要留意「牙式」是以一次半邊顎來描述，再將它乘 2 才得出總數。
Remember that the dental formula describes half of one jaw, and you multiply by 2 to get the full set.

不要將乳齒（deciduous teeth）和恆齒（permanent teeth）的數量混淆，乳齒只有 20 顆，恆齒是 32 顆。
Do not confuse deciduous teeth (20 in total) with permanent teeth (32 in total).
",
1824,"📌 參考答案 (Suggested Answer)
答案：B。

📌 詳細解釋 (Detailed Explanation)

小光認為葉子製造的氧氣能輸送到根部使用，這是錯誤的，因為根部需要從外界土壤獲取氧氣進行呼吸。
Xiao Guang thought that oxygen produced by leaves could be transported to the roots, but this is wrong because roots need to obtain oxygen directly from the soil for respiration.

小玲指出混凝土會阻礙根部與空氣交換，使根缺乏氧氣，進而影響養分和水分吸收，這是正確的。
Xiao Ling pointed out that concrete blocks air exchange around the roots, leading to oxygen deficiency and affecting nutrient and water absorption, which is correct.

小杰認為吸收的水分不能運輸到葉子，因為混凝土會堵塞木質部，這是錯的，因為水分仍透過導管運送。
Xiao Jie believed water absorbed by roots could not reach the leaves because the xylem is blocked by concrete, but this is wrong since water still moves through vessels.

小美強調混凝土能提供支持而保護樹木，卻忽視了對根部呼吸的阻礙，因此她的觀點不正確。
Xiao Mei emphasized that concrete provides support and protects trees, but she ignored its obstruction of root respiration, so her view is also incorrect.

因此，正確答案是小玲的觀點 → B。
Therefore, the correct answer is Xiao Ling’s view → B.

📌 考試提醒 (Exam Tips)

植物根部需要氧氣進行有氧呼吸，這點很容易被忽略。
Plant roots require oxygen for aerobic respiration, which is easily overlooked.

「水分運輸」與「氣體交換」是不同的途徑，務必分清楚。
The transport of water and the exchange of gases are different pathways—keep them distinct.

題目設計常利用日常經驗（如混凝土支撐）來迷惑考生，要記得生物學重點是氣體交換與能量供應。
Exam questions often use daily-life reasoning (e.g., concrete provides support) to distract candidates, but the biology focus is on gas exchange and energy supply.",
